"Probe_IDs"	"Symbols"	"Entrez_IDs"	"CHR"	"Ensembl_IDs"	"Start.Pos"	"End.Pos"
"2512"	"ILMN_1696066"	"CARS1"	"833"	"CHR_HSCHR11_1_CTG7"	"ENSG00000278191"	"2999797"	"3056458"
"2513"	"ILMN_1696087"	"PHB2"	"11331"	"12"	"ENSG00000215021"	"6965327"	"6970753"
"2514"	"ILMN_1696127"	"BICRAL"	"23506"	"6"	"ENSG00000112624"	"42746958"	"42868560"
"2515"	"ILMN_1696133"	"SELENOI"	"85465"	"2"	"ENSG00000138018"	"26308547"	"26395891"
"2516"	"ILMN_1696183"	"HBA1"	"3039"	"16"	"ENSG00000206172"	"176680"	"177522"
"2517"	"ILMN_1696187"	"PYGL"	"5836"	"14"	"ENSG00000100504"	"50857891"	"50944483"
"2518"	"ILMN_1696190"	"STRN4"	"29888"	"19"	"ENSG00000090372"	"46719511"	"46746994"
"2519"	"ILMN_1696223"	"ATP7B"	"540"	"13"	"ENSG00000123191"	"51930436"	"52012125"
"2520"	"ILMN_1696254"	"CYB5D2"	"124936"	"17"	"ENSG00000167740"	"4143168"	"4187310"
"2521"	"ILMN_1696266"	"XRCC3"	"7517"	"14"	"ENSG00000126215"	"103697609"	"103715504"
"2522"	"ILMN_1696276"	"ZNF653"	"115950"	"19"	"ENSG00000161914"	"11483427"	"11505839"
"2523"	"ILMN_1696294"	"SNX6"	"58533"	"14"	"ENSG00000129515"	"34561093"	"34630160"
"2524"	"ILMN_1696311"	"IMPAD1"	"54928"	"8"	"ENSG00000104331"	"56957931"	"56993867"
"2525"	"ILMN_1696316"	"CPT1A"	"1374"	"11"	"ENSG00000110090"	"68754620"	"68844410"
"2526"	"ILMN_1696330"	"GUF1"	"60558"	"4"	"ENSG00000151806"	"44678420"	"44700928"
"2527"	"ILMN_1696375"	"TTC31"	"64427"	"2"	"ENSG00000115282"	"74483073"	"74494559"
"2528"	"ILMN_1696383"	"POP4"	"10775"	"19"	"ENSG00000105171"	"29606283"	"29617237"
"2529"	"ILMN_1696407"	"SRSF2"	"6427"	"17"	"ENSG00000161547"	"76734115"	"76737333"
"2530"	"ILMN_1696419"	"STOM"	"2040"	"9"	"ENSG00000148175"	"121338987"	"121370304"
"2531"	"ILMN_1696463"	"SPI1"	"6688"	"11"	"ENSG00000066336"	"47354860"	"47378547"
"2532"	"ILMN_1696503"	"JRKL"	"8690"	"11"	"ENSG00000183340"	"96389989"	"96507574"
"2533"	"ILMN_1696512"	"AHSP"	"51327"	"16"	"ENSG00000169877"	"31527900"	"31528803"
"2534"	"ILMN_1696521"	"EGFR"	"1956"	"7"	"ENSG00000146648"	"55019017"	"55211628"
"2535"	"ILMN_1696532"	"RBBP5"	"5929"	"1"	"ENSG00000117222"	"205086142"	"205122015"
"2536"	"ILMN_1696537"	"DDIT4L"	"115265"	"4"	"ENSG00000145358"	"100185870"	"100190782"
"2537"	"ILMN_1696546"	"FZD1"	"8321"	"7"	"ENSG00000157240"	"91264433"	"91271326"
"2538"	"ILMN_1696556"	"URB2"	"9816"	"1"	"ENSG00000135763"	"229626247"	"229660200"
"2539"	"ILMN_1696568"	"ATP2C1"	"27032"	"3"	"ENSG00000017260"	"130850595"	"131016712"
"2540"	"ILMN_1696585"	"FERMT1"	"55612"	"20"	"ENSG00000101311"	"6074845"	"6123544"
"2541"	"ILMN_1696591"	"RB1"	"5925"	"13"	"ENSG00000139687"	"48303726"	"48599436"
"2542"	"ILMN_1696601"	"VARS1"	"7407"	"CHR_HSCHR6_MHC_MCF_CTG1"	"ENSG00000224264"	"31853814"	"31872249"
"2543"	"ILMN_1696615"	"CA8"	"767"	"8"	"ENSG00000178538"	"60185412"	"60281400"
"2544"	"ILMN_1696622"	"SLC38A6"	"145389"	"14"	"ENSG00000139974"	"60981114"	"61083733"
"2545"	"ILMN_1696643"	"TLN1"	"7094"	"9"	"ENSG00000137076"	"35696948"	"35732195"
"2546"	"ILMN_1696654"	"IFIT5"	"24138"	"10"	"ENSG00000152778"	"89414568"	"89420997"
"2547"	"ILMN_1696675"	"CES2"	"8824"	"16"	"ENSG00000172831"	"66934444"	"66945096"
"2548"	"ILMN_1696699"	"FAM184A"	"79632"	"6"	"ENSG00000111879"	"118959763"	"119149387"
"2549"	"ILMN_1696702"	"NEO1"	"4756"	"15"	"ENSG00000067141"	"73051710"	"73305205"
"2550"	"ILMN_1696708"	"RTRAF"	"51637"	"14"	"ENSG00000087302"	"51989514"	"52010694"
"2551"	"ILMN_1696713"	"POLA2"	"23649"	"11"	"ENSG00000014138"	"65261920"	"65305589"
"2552"	"ILMN_1696749"	"LMNA"	"4000"	"1"	"ENSG00000160789"	"156082573"	"156140089"
"2553"	"ILMN_1696757"	"TTC14"	"151613"	"3"	"ENSG00000163728"	"180602163"	"180617828"
"2554"	"ILMN_1696767"	"SERP2"	"387923"	"13"	"ENSG00000151778"	"44373665"	"44397714"
"2555"	"ILMN_1696806"	""	NA	"11"	"ENSG00000254732"	"57741779"	"57804771"
"2556"	"ILMN_1696839"	""	NA	"3"	"ENSG00000234287"	"40761545"	"40761799"
"2557"	"ILMN_1696870"	"TGFBRAP1"	"9392"	"2"	"ENSG00000135966"	"105264391"	"105329735"
"2558"	"ILMN_1696883"	"THOC2"	"57187"	"X"	"ENSG00000125676"	"123600561"	"123733056"
"2559"	"ILMN_1696962"	"PDZD8"	"118987"	"10"	"ENSG00000165650"	"117277274"	"117375440"
"2560"	"ILMN_1696975"	"USP1"	"7398"	"1"	"ENSG00000162607"	"62436297"	"62451804"
"2561"	"ILMN_1696991"	"DYRK1B"	"9149"	"19"	"ENSG00000105204"	"39825350"	"39834201"
"2562"	"ILMN_1697117"	"TBP"	"6908"	"6"	"ENSG00000112592"	"170554302"	"170572870"
"2563"	"ILMN_1697118"	"ARMC6"	"93436"	"19"	"ENSG00000105676"	"19033575"	"19060311"
"2564"	"ILMN_1697153"	"ZDHHC17"	"23390"	"12"	"ENSG00000186908"	"76763588"	"76853696"
"2565"	"ILMN_1697160"	"TTC7A"	"57217"	"2"	"ENSG00000068724"	"46916157"	"47076137"
"2566"	"ILMN_1697166"	"C9orf78"	"51759"	"9"	"ENSG00000136819"	"129827290"	"129835863"
"2567"	"ILMN_1697189"	"PNCK"	"139728"	"X"	"ENSG00000130822"	"153669733"	"153689010"
"2568"	"ILMN_1697200"	"MON2"	"23041"	"12"	"ENSG00000061987"	"62466817"	"62600476"
"2569"	"ILMN_1697218"	"MED22"	"6837"	"9"	"ENSG00000148297"	"133338312"	"133348131"
"2570"	"ILMN_1697220"	"NT5E"	"4907"	"6"	"ENSG00000135318"	"85449584"	"85495791"
"2571"	"ILMN_1697268"	"EMILIN2"	"84034"	"18"	"ENSG00000132205"	"2847006"	"2916003"
"2572"	"ILMN_1697286"	"SF3A1"	"10291"	"22"	"ENSG00000099995"	"30331988"	"30356919"
"2573"	"ILMN_1697309"	"NCF1B"	NA	"7"	"ENSG00000182487"	"73220624"	"73235945"
"2574"	"ILMN_1697317"	"DYNLRB2"	"83657"	"16"	"ENSG00000168589"	"80540734"	"80550811"
"2575"	"ILMN_1697342"	"HOXC11"	"3227"	"12"	"ENSG00000123388"	"53973126"	"53977643"
"2576"	"ILMN_1697348"	"BUD23"	"114049"	"7"	"ENSG00000071462"	"73683025"	"73705161"
"2577"	"ILMN_1697363"	"C20orf27"	"54976"	"20"	"ENSG00000101220"	"3753508"	"3767781"
"2578"	"ILMN_1697409"	"TNFRSF14"	"8764"	"1"	"ENSG00000157873"	"2555639"	"2565382"
"2579"	"ILMN_1697440"	"PRPF4"	"9128"	"9"	"ENSG00000136875"	"113275642"	"113294009"
"2580"	"ILMN_1697448"	"TXNIP"	"10628"	"1"	"ENSG00000265972"	"145992435"	"145996579"
"2581"	"ILMN_1697460"	"REEP6"	"92840"	"19"	"ENSG00000115255"	"1491166"	"1497927"
"2582"	"ILMN_1697469"	"SRSF6"	"6431"	"20"	"ENSG00000124193"	"43457893"	"43466046"
"2583"	"ILMN_1697472"	"TM2D3"	"80213"	"15"	"ENSG00000184277"	"101621444"	"101652391"
"2584"	"ILMN_1697499"	"HLA-DRB5"	"3127"	"6"	"ENSG00000198502"	"32517353"	"32530287"
"2585"	"ILMN_1697529"	"RNF10"	"9921"	"12"	"ENSG00000022840"	"120533480"	"120577588"
"2586"	"ILMN_1697544"	""	NA	"14"	"ENSG00000259052"	"100279959"	"100291456"
"2587"	"ILMN_1697546"	"BRCC3"	"79184"	"X"	"ENSG00000185515"	"155071420"	"155123074"
"2588"	"ILMN_1697548"	"ADGRL2"	"23266"	"1"	"ENSG00000117114"	"81306147"	"81992436"
"2589"	"ILMN_1697554"	"SASH3"	"54440"	"X"	"ENSG00000122122"	"129779949"	"129795201"
"2590"	"ILMN_1697559"	"G6PD"	"2539"	"X"	"ENSG00000160211"	"154531391"	"154547572"
"2591"	"ILMN_1697567"	"TPM3"	"7170"	"1"	"ENSG00000143549"	"154155304"	"154194648"
"2592"	"ILMN_1697585"	"ACTR6"	"64431"	"12"	"ENSG00000075089"	"100199122"	"100241865"
"2593"	"ILMN_1697597"	"EFCAB14"	"9813"	"1"	"ENSG00000159658"	"46674659"	"46719146"
"2594"	"ILMN_1697614"	"SNU13"	"4809"	"22"	"ENSG00000100138"	"41673933"	"41690504"
"2595"	"ILMN_1697629"	"JMJD7-PLA2G4B"	"8681"	"15"	"ENSG00000168970"	"41828095"	"41848155"
"2596"	"ILMN_1697639"	"OGT"	"8473"	"X"	"ENSG00000147162"	"71533104"	"71575892"
"2597"	"ILMN_1697642"	""	"115253422"	"7"	"ENSG00000288558"	"107563971"	"107623317"
"2598"	"ILMN_1697654"	"PLA2G6"	"8398"	"22"	"ENSG00000184381"	"38111495"	"38214778"
"2599"	"ILMN_1697670"	"PRNCR1"	NA	"8"	"ENSG00000282961"	"127079874"	"127092600"
"2600"	"ILMN_1697682"	"RECQL5"	"9400"	"17"	"ENSG00000108469"	"75626845"	"75667189"
"2601"	"ILMN_1697694"	"ATP6AP1"	"537"	"X"	"ENSG00000071553"	"154428645"	"154436516"
"2602"	"ILMN_1697701"	"PLEKHJ1"	"55111"	"19"	"ENSG00000104886"	"2230084"	"2237704"
"2603"	"ILMN_1697703"	"HPDL"	"84842"	"1"	"ENSG00000186603"	"45326895"	"45328679"
"2604"	"ILMN_1697733"	"CST6"	"1474"	"11"	"ENSG00000175315"	"66012008"	"66013505"
"2605"	"ILMN_1697735"	"EWSR1"	"2130"	"22"	"ENSG00000182944"	"29268009"	"29300525"
"2606"	"ILMN_1697736"	"EXOSC2"	"23404"	"9"	"ENSG00000130713"	"130693721"	"130704894"
"2607"	"ILMN_1697777"	"TSTA3"	"7264"	"8"	"ENSG00000104522"	"143612618"	"143618048"
"2608"	"ILMN_1697793"	"SYNJ2BP"	"55333"	"14"	"ENSG00000213463"	"70366499"	"70417090"
"2609"	"ILMN_1697817"	"PANX1"	"24145"	"11"	"ENSG00000110218"	"94128841"	"94181968"
"2610"	"ILMN_1697820"	"HINT2"	"84681"	"9"	"ENSG00000137133"	"35812960"	"35815354"
"2611"	"ILMN_1697864"	"CXorf38"	"159013"	"X"	"ENSG00000185753"	"40626921"	"40647561"
"2612"	"ILMN_1697880"	"PLD2"	"5338"	"17"	"ENSG00000129219"	"4807152"	"4823434"
"2613"	"ILMN_1697906"	"WBP4"	"11193"	"13"	"ENSG00000120688"	"41061509"	"41084006"
"2614"	"ILMN_1697916"	"LARGE2"	"120071"	"11"	"ENSG00000165905"	"45921621"	"45929096"
"2615"	"ILMN_1697959"	"SLC35B4"	"84912"	"7"	"ENSG00000205060"	"134289332"	"134316930"
"2616"	"ILMN_1697962"	"NSMCE1"	"197370"	"16"	"ENSG00000169189"	"27224994"	"27268772"
"2617"	"ILMN_1697971"	"TRIM38"	"10475"	"6"	"ENSG00000112343"	"25962802"	"25991231"
"2618"	"ILMN_1698001"	"NCK1"	"4690"	"3"	"ENSG00000158092"	"136862208"	"136951606"
"2619"	"ILMN_1698019"	"LGMN"	"5641"	"14"	"ENSG00000100600"	"92703807"	"92748679"
"2620"	"ILMN_1698020"	"DLC1"	"10395"	"8"	"ENSG00000164741"	"13083361"	"13604610"
"2621"	"ILMN_1698072"	"PITRM1"	"10531"	"10"	"ENSG00000107959"	"3137728"	"3172841"
"2622"	"ILMN_1698085"	"NOP9"	"161424"	"14"	"ENSG00000196943"	"24299850"	"24309124"
"2623"	"ILMN_1698139"	"TCEA1P2"	NA	"3"	"ENSG00000230409"	"37275693"	"37276598"
"2624"	"ILMN_1698185"	"WDR90"	"197335"	"16"	"ENSG00000161996"	"649311"	"667833"
"2625"	"ILMN_1698209"	"AGPS"	"8540"	"2"	"ENSG00000018510"	"177392757"	"177559299"
"2626"	"ILMN_1698225"	"MYO5A"	"4644"	"15"	"ENSG00000197535"	"52307283"	"52529050"
"2627"	"ILMN_1698233"	"RWDD2B"	"10069"	"21"	"ENSG00000156253"	"29004384"	"29019360"
"2628"	"ILMN_1698237"	"TRIM11"	"81559"	"1"	"ENSG00000154370"	"228393673"	"228406835"
"2629"	"ILMN_1698243"	"GLMP"	"112770"	"1"	"ENSG00000198715"	"156290089"	"156295689"
"2630"	"ILMN_1698258"	"DNAJC8"	"22826"	"1"	"ENSG00000126698"	"28199456"	"28233029"
"2631"	"ILMN_1698259"	"TMEM100"	"55273"	"17"	"ENSG00000166292"	"55719627"	"55732121"
"2632"	"ILMN_1698307"	"DBNL"	"28988"	"7"	"ENSG00000136279"	"44044640"	"44069456"
"2633"	"ILMN_1698313"	"CPM"	"1368"	"12"	"ENSG00000135678"	"68842197"	"68971570"
"2634"	"ILMN_1698318"	"LGALS14"	"56891"	"19"	"ENSG00000006659"	"39704481"	"39709444"
"2635"	"ILMN_1698323"	"PLEKHB2"	"55041"	"2"	"ENSG00000115762"	"131104847"	"131353709"
"2636"	"ILMN_1698330"	"NIT1"	"4817"	"1"	"ENSG00000158793"	"161118086"	"161125445"
"2637"	"ILMN_1698365"	"NHLRC3"	"387921"	"13"	"ENSG00000188811"	"39038306"	"39050109"
"2638"	"ILMN_1698402"	"NFX1"	"4799"	"9"	"ENSG00000086102"	"33290512"	"33371157"
"2639"	"ILMN_1698404"	"ERN1"	"2081"	"17"	"ENSG00000178607"	"64039142"	"64130819"
"2640"	"ILMN_1698419"	"NCOR2"	"9612"	"12"	"ENSG00000196498"	"124324415"	"124567589"
"2641"	"ILMN_1698441"	"KAT6B"	"23522"	"10"	"ENSG00000156650"	"74824927"	"75032624"
"2642"	"ILMN_1698478"	"TGFBR3L"	"100507588"	"19"	"ENSG00000260001"	"7916145"	"7919097"
"2643"	"ILMN_1698484"	"RHOV"	"171177"	"15"	"ENSG00000104140"	"40872214"	"40874234"
"2644"	"ILMN_1698487"	"SDHD"	"6392"	"11"	"ENSG00000204370"	"112086824"	"112120016"
"2645"	"ILMN_1698491"	"MBD3"	"53615"	"19"	"ENSG00000071655"	"1573596"	"1592865"
"2646"	"ILMN_1698533"	"IDH3A"	"3419"	"15"	"ENSG00000166411"	"78131498"	"78171945"
"2647"	"ILMN_1698554"	""	NA	"12"	"ENSG00000279233"	"125138245"	"125141711"
"2648"	"ILMN_1698605"	"TMEM43"	"79188"	"3"	"ENSG00000170876"	"14125015"	"14143680"
"2649"	"ILMN_1698621"	"COG5"	"10466"	"7"	"ENSG00000164597"	"107201555"	"107564514"
"2650"	"ILMN_1698668"	"NR1D2"	"9975"	"3"	"ENSG00000174738"	"23945286"	"23980617"
"2651"	"ILMN_1698677"	"HPF1"	"54969"	"4"	"ENSG00000056050"	"169729470"	"169757944"
"2652"	"ILMN_1698715"	"NHLRC2"	"374354"	"10"	"ENSG00000196865"	"113854661"	"113917194"
"2653"	"ILMN_1698726"	"SLC25A27"	"9481"	"6"	"ENSG00000153291"	"46652915"	"46678190"
"2654"	"ILMN_1698728"	"FGD4"	"121512"	"12"	"ENSG00000139132"	"32399529"	"32646050"
"2655"	"ILMN_1698732"	"PALLD"	"23022"	"4"	"ENSG00000129116"	"168497052"	"168928457"
"2656"	"ILMN_1698745"	"CLRN1"	"7401"	"3"	"ENSG00000163646"	"150926163"	"150972999"
"2657"	"ILMN_1698752"	"NLRX1"	"79671"	"11"	"ENSG00000160703"	"119166568"	"119184016"
"2658"	"ILMN_1698766"	"PYCARD"	"29108"	"16"	"ENSG00000103490"	"31201486"	"31203450"
"2659"	"ILMN_1698770"	"NADK2"	"133686"	"5"	"ENSG00000152620"	"36192589"	"36242279"
"2660"	"ILMN_1698777"	"ADCK1"	"57143"	"14"	"ENSG00000063761"	"77800109"	"77935014"
"2661"	"ILMN_1698803"	"MAP3K20"	"51776"	"2"	"ENSG00000091436"	"173075435"	"173268015"
"2662"	"ILMN_1698934"	"CMTM7"	"112616"	"3"	"ENSG00000153551"	"32391698"	"32483067"
"2663"	"ILMN_1698968"	"ASXL2"	"55252"	"2"	"ENSG00000143970"	"25733753"	"25878487"
"2664"	"ILMN_1698996"	"SLC19A1"	"6573"	"21"	"ENSG00000173638"	"45493572"	"45573365"
"2665"	"ILMN_1699071"	"MAP3K7CL"	"56911"	"21"	"ENSG00000156265"	"29077471"	"29175889"
"2666"	"ILMN_1699091"	"GPATCH2L"	"55668"	"14"	"ENSG00000089916"	"76151916"	"76254342"
"2667"	"ILMN_1699100"	"SOAT1"	"6646"	"1"	"ENSG00000057252"	"179293714"	"179358680"
"2668"	"ILMN_1699112"	"COPB1"	"1315"	"11"	"ENSG00000129083"	"14443440"	"14500027"
"2669"	"ILMN_1699121"	"ANO2"	"57101"	"12"	"ENSG00000047617"	"5531869"	"5946232"
"2670"	"ILMN_1699139"	"CYP19A1"	"1588"	"15"	"ENSG00000137869"	"51208057"	"51338601"
"2671"	"ILMN_1699160"	"ITK"	"3702"	"5"	"ENSG00000113263"	"157142933"	"157255185"
"2672"	"ILMN_1699172"	"AFG3L1P"	NA	"16"	"ENSG00000223959"	"89972586"	"90002161"
"2673"	"ILMN_1699206"	"FHDC1"	"85462"	"4"	"ENSG00000137460"	"152936352"	"152979696"
"2674"	"ILMN_1699217"	"CCSAP"	"126731"	"1"	"ENSG00000154429"	"229321011"	"229343294"
"2675"	"ILMN_1699226"	"UBR4"	"23352"	"1"	"ENSG00000127481"	"19074510"	"19210266"
"2676"	"ILMN_1699249"	"ZNF649"	"65251"	"19"	"ENSG00000198093"	"51889235"	"51905040"
"2677"	"ILMN_1699254"	"PLEKHH1"	"57475"	"14"	"ENSG00000054690"	"67533290"	"67589612"
"2678"	"ILMN_1699265"	"TNFRSF10B"	"8795"	"8"	"ENSG00000120889"	"23020133"	"23069031"
"2679"	"ILMN_1699354"	"EPHA2"	"1969"	"1"	"ENSG00000142627"	"16124337"	"16156069"
"2680"	"ILMN_1699357"	"SLC22A5"	"6584"	"5"	"ENSG00000197375"	"132369710"	"132395613"
"2681"	"ILMN_1699362"	"IK"	"3550"	"5"	"ENSG00000113141"	"140647058"	"140662480"
"2682"	"ILMN_1699449"	"FAM185A"	"222234"	"7"	"ENSG00000222011"	"102748971"	"102809225"
"2683"	"ILMN_1699472"	""	NA	"1"	"ENSG00000284989"	"43650149"	"43931014"
"2684"	"ILMN_1699476"	"RPE"	"6120"	"2"	"ENSG00000197713"	"210002565"	"210022260"
"2685"	"ILMN_1699489"	"TUBB6"	"84617"	"18"	"ENSG00000176014"	"12307669"	"12344320"
"2686"	"ILMN_1699496"	"PHF21A"	"51317"	"11"	"ENSG00000135365"	"45929323"	"46121178"
"2687"	"ILMN_1699545"	"PCSK7"	"9159"	"11"	"ENSG00000160613"	"117204337"	"117232525"
"2688"	"ILMN_1699570"	"TPD52L2"	"7165"	"20"	"ENSG00000101150"	"63865228"	"63891545"
"2689"	"ILMN_1699574"	"NRP1"	"8829"	"10"	"ENSG00000099250"	"33177492"	"33336262"
"2690"	"ILMN_1699598"	"AP2M1"	"1173"	"3"	"ENSG00000161203"	"184174689"	"184184091"
"2691"	"ILMN_1699603"	""	NA	"17"	"ENSG00000262660"	"81703371"	"81720539"
"2692"	"ILMN_1699606"	"ASB3"	"51130"	"2"	"ENSG00000115239"	"53532672"	"53860160"
"2693"	"ILMN_1699610"	"CCT6B"	"10693"	"17"	"ENSG00000132141"	"34927859"	"34981078"
"2694"	"ILMN_1699631"	"CASTOR3"	"352954"	"7"	"ENSG00000239521"	"100200653"	"100272232"
"2695"	"ILMN_1699636"	"ACIN1"	"22985"	"14"	"ENSG00000100813"	"23058564"	"23095614"
"2696"	"ILMN_1699651"	"IL6"	"3569"	"7"	"ENSG00000136244"	"22725884"	"22732002"
"2697"	"ILMN_1699676"	"SPTSSA"	"171546"	"14"	"ENSG00000165389"	"34432788"	"34462240"
"2698"	"ILMN_1699695"	"TNFRSF21"	"27242"	"6"	"ENSG00000146072"	"47231532"	"47309905"
"2699"	"ILMN_1699703"	"ARCN1"	"372"	"11"	"ENSG00000095139"	"118572390"	"118603033"
"2700"	"ILMN_1699711"	"DEDD"	"9191"	"1"	"ENSG00000158796"	"161120974"	"161132688"
"2701"	"ILMN_1699723"	"RARB"	"5915"	"3"	"ENSG00000077092"	"25174332"	"25597932"
"2702"	"ILMN_1699727"	"BAIAP2"	"10458"	"17"	"ENSG00000175866"	"81035122"	"81117432"
"2703"	"ILMN_1699728"	"BTD"	"686"	"3"	"ENSG00000169814"	"15601341"	"15722311"
"2704"	"ILMN_1699737"	"TRAP1"	"10131"	"16"	"ENSG00000126602"	"3651639"	"3717553"
"2705"	"ILMN_1699750"	"EPHX3"	"79852"	"19"	"ENSG00000105131"	"15226919"	"15233435"
"2706"	"ILMN_1699767"	"PDE8A"	"5151"	"15"	"ENSG00000073417"	"84980440"	"85139145"
"2707"	"ILMN_1699772"	"RRAGD"	"58528"	"6"	"ENSG00000025039"	"89364616"	"89412273"
"2708"	"ILMN_1699814"	"TLL1"	"7092"	"4"	"ENSG00000038295"	"165873237"	"166104457"
"2709"	"ILMN_1699820"	"TNPO1"	"3842"	"5"	"ENSG00000083312"	"72816312"	"72916733"
"2710"	"ILMN_1699852"	"CES4A"	"283848"	"16"	"ENSG00000172824"	"66988589"	"67009758"
"2711"	"ILMN_1699856"	""	NA	"9"	"ENSG00000285245"	"133098121"	"133163914"
"2712"	"ILMN_1699859"	"GNPAT"	"8443"	"1"	"ENSG00000116906"	"231241207"	"231277973"
"2713"	"ILMN_1699887"	"ST14"	"6768"	"11"	"ENSG00000149418"	"130159782"	"130210362"
"2714"	"ILMN_1699931"	"HCST"	"10870"	"19"	"ENSG00000126264"	"35902529"	"35904377"
"2715"	"ILMN_1699980"	"TSPAN18"	"90139"	"11"	"ENSG00000157570"	"44726465"	"44932423"
"2716"	"ILMN_1699989"	"BNIPL"	"149428"	"1"	"ENSG00000163141"	"151036321"	"151047720"
"2717"	"ILMN_1700001"	"TCTA"	"6988"	"3"	"ENSG00000145022"	"49412206"	"49416475"
"2718"	"ILMN_1700024"	"UST"	"10090"	"6"	"ENSG00000111962"	"148747030"	"149076990"
"2719"	"ILMN_1700028"	"TRMO"	"51531"	"9"	"ENSG00000136932"	"97904489"	"97922516"
"2720"	"ILMN_1700042"	"TLN2"	"83660"	"15"	"ENSG00000171914"	"62390526"	"62844631"
"2721"	"ILMN_1700044"	"SAP130"	"79595"	"2"	"ENSG00000136715"	"127941217"	"128028120"
"2722"	"ILMN_1700047"	"ALAS1"	"211"	"3"	"ENSG00000023330"	"52198086"	"52214327"
"2723"	"ILMN_1700081"	"FST"	"10468"	"5"	"ENSG00000134363"	"53480626"	"53487134"
"2724"	"ILMN_1700109"	"PTOV1"	"53635"	"19"	"ENSG00000104960"	"49850735"	"49860744"
"2725"	"ILMN_1700168"	"LARS2"	"23395"	"3"	"ENSG00000011376"	"45388561"	"45554726"
"2726"	"ILMN_1700183"	"APLNR"	"187"	"11"	"ENSG00000134817"	"57233577"	"57237314"
"2727"	"ILMN_1700202"	"TMEM135"	"65084"	"11"	"ENSG00000166575"	"87037844"	"87328824"
"2728"	"ILMN_1700203"	"CCDC183"	"84960"	"9"	"ENSG00000213213"	"136796338"	"136807741"
"2729"	"ILMN_1700231"	"IP6K1"	"9807"	"3"	"ENSG00000176095"	"49724294"	"49786542"
"2730"	"ILMN_1700238"	"ZNF500"	"26048"	"16"	"ENSG00000103199"	"4748239"	"4767624"
"2731"	"ILMN_1700248"	"WDR86"	"349136"	"7"	"ENSG00000187260"	"151375909"	"151410727"
"2732"	"ILMN_1700268"	"QPRT"	"23475"	"16"	"ENSG00000103485"	"29663279"	"29698699"
"2733"	"ILMN_1700306"	"OCIAD2"	"132299"	"4"	"ENSG00000145247"	"48885019"	"48906937"
"2734"	"ILMN_1700337"	"TROAP"	"10024"	"12"	"ENSG00000135451"	"49323236"	"49331731"
"2735"	"ILMN_1700349"	"COQ8B"	"79934"	"19"	"ENSG00000123815"	"40691530"	"40718207"
"2736"	"ILMN_1700380"	"ATP6V0A2"	"23545"	"12"	"ENSG00000185344"	"123712353"	"123761755"
"2737"	"ILMN_1700384"	"KIAA1522"	"57648"	"1"	"ENSG00000162522"	"32741830"	"32774970"
"2738"	"ILMN_1700413"	"MAFF"	"23764"	"22"	"ENSG00000185022"	"38200767"	"38216507"
"2739"	"ILMN_1700419"	"TMEM208"	"29100"	"16"	"ENSG00000168701"	"67227103"	"67229278"
"2740"	"ILMN_1700432"	"ITPKB"	"3707"	"1"	"ENSG00000143772"	"226631690"	"226739323"
"2741"	"ILMN_1700461"	"AARSD1"	"80755"	"17"	"ENSG00000266967"	"42950526"	"42964498"
"2742"	"ILMN_1700477"	"MRPL43"	"84545"	"10"	"ENSG00000055950"	"100969458"	"100987515"
"2743"	"ILMN_1700507"	"CLASP1"	"23332"	"2"	"ENSG00000074054"	"121337776"	"121649587"
"2744"	"ILMN_1700515"	"C17orf58"	"284018"	"17"	"ENSG00000186665"	"67991101"	"67996431"
"2745"	"ILMN_1700518"	"HMGN4"	"10473"	"6"	"ENSG00000182952"	"26538366"	"26546933"
"2746"	"ILMN_1700563"	"ZNF552"	"79818"	"19"	"ENSG00000178935"	"57803841"	"57814913"
"2747"	"ILMN_1700583"	"ZNF750"	"79755"	"17"	"ENSG00000141579"	"82829434"	"82840022"
"2748"	"ILMN_1700584"	"IER2"	"9592"	"19"	"ENSG00000160888"	"13150411"	"13154911"
"2749"	"ILMN_1700606"	"RNF43"	"54894"	"17"	"ENSG00000108375"	"58352500"	"58417595"
"2750"	"ILMN_1700611"	""	NA	"16"	"ENSG00000275734"	"89671568"	"89685304"
"2751"	"ILMN_1700625"	"DMAC2L"	"27109"	"14"	"ENSG00000125375"	"50312324"	"50335558"
"2752"	"ILMN_1700628"	"DDX24"	"57062"	"CHR_HSCHR14_7_CTG1"	"ENSG00000273761"	"94050920"	"94081245"
"2753"	"ILMN_1700633"	"ABHD4"	"63874"	"14"	"ENSG00000100439"	"22598237"	"22613215"
"2754"	"ILMN_1700660"	"RNF135"	"84282"	"17"	"ENSG00000181481"	"30970984"	"30999911"
"2755"	"ILMN_1700681"	"CD99L2"	"83692"	"X"	"ENSG00000102181"	"150766336"	"150898816"
"2756"	"ILMN_1700690"	"VAT1"	"10493"	"17"	"ENSG00000108828"	"43014607"	"43025123"
"2757"	"ILMN_1700695"	"SLC44A1"	"23446"	"9"	"ENSG00000070214"	"105244622"	"105439171"
"2758"	"ILMN_1700811"	""	NA	"16"	"ENSG00000260751"	"23568673"	"23569696"
"2759"	"ILMN_1700822"	""	NA	"11"	"ENSG00000256349"	"66509079"	"66533613"
"2760"	"ILMN_1700831"	"SLC27A2"	"11001"	"15"	"ENSG00000140284"	"50182196"	"50236385"
"2761"	"ILMN_1700888"	"ENPP1"	"5167"	"6"	"ENSG00000197594"	"131808016"	"131895155"
